sales_detail_id,sales_id,product_id,quantity,unit_price,amount,created_at,updated_at
166,80,13,1,45000,45000,2026-07-15 08:27:31,2026-07-15 09:19:31
167,80,5,1,190000,190000,2026-07-15 08:27:31,2026-07-15 08:57:31
168,81,10,1,200,200,2026-07-15 01:30:45,2026-07-15 01:59:45
169,81,15,1,3000,3000,2026-07-15 01:30:45,2026-07-15 02:04:45
170,81,11,1,500,500,2026-07-15 01:30:45,2026-07-15 02:09:45
171,82,1,1,280000,280000,2026-07-15 18:11:08,2026-07-15 18:38:08
172,83,19,3,2800,8400,2026-07-15 18:15:40,2026-07-15 18:42:40
173,83,4,1,200000,200000,2026-07-15 18:15:40,2026-07-15 18:36:40
174,83,3,1,180000,180000,2026-07-15 18:15:40,2026-07-15 18:58:40
175,84,9,1,5000,5000,2026-07-15 20:25:38,2026-07-15 21:12:38
176,84,5,1,190000,190000,2026-07-15 20:25:38,2026-07-15 20:55:38
177,84,30,2,2500,5000,2026-07-15 20:25:38,2026-07-15 21:24:38
