sales_detail_id,sales_id,product_id,quantity,unit_price,amount,created_at,updated_at
227,108,27,2,1200,2400,2026-07-21 16:41:15,2026-07-21 17:15:15
228,109,27,1,1200,1200,2026-07-21 16:47:32,2026-07-21 17:28:32
229,109,26,1,6000,6000,2026-07-21 16:47:32,2026-07-21 17:24:32
230,110,7,1,8000,8000,2026-07-21 20:10:52,2026-07-21 21:10:52
231,110,13,1,45000,45000,2026-07-21 20:10:52,2026-07-21 21:02:52
232,110,11,1,500,500,2026-07-21 20:10:52,2026-07-21 21:01:52
233,111,25,2,500,1000,2026-07-21 22:27:41,2026-07-21 22:44:41
234,112,17,3,12000,36000,2026-07-21 04:13:52,2026-07-21 04:34:52
235,112,13,1,45000,45000,2026-07-21 04:13:52,2026-07-21 04:38:52
236,112,22,2,900,1800,2026-07-21 04:13:52,2026-07-21 04:31:52
237,113,29,2,20000,40000,2026-07-21 04:38:09,2026-07-21 05:07:09
