sales_detail_id,sales_id,product_id,quantity,unit_price,amount,created_at,updated_at
149,73,2,1,220000,220000,2026-07-14 07:58:39,2026-07-14 08:13:39
150,73,24,1,700,700,2026-07-14 07:58:39,2026-07-14 08:31:39
151,73,11,1,500,500,2026-07-14 07:58:39,2026-07-14 08:44:39
152,74,16,3,3500,10500,2026-07-14 12:38:02,2026-07-14 12:58:02
153,74,17,1,12000,12000,2026-07-14 12:38:02,2026-07-14 12:52:02
154,74,30,1,2500,2500,2026-07-14 12:38:02,2026-07-14 12:52:02
155,75,28,1,1500,1500,2026-07-14 17:28:53,2026-07-14 18:06:53
156,76,3,1,180000,180000,2026-07-14 00:49:35,2026-07-14 00:49:35
157,76,22,1,900,900,2026-07-14 00:49:35,2026-07-14 01:21:35
158,76,28,2,1500,3000,2026-07-14 00:49:35,2026-07-14 01:36:35
159,77,8,1,15000,15000,2026-07-14 03:34:48,2026-07-14 04:32:48
160,77,19,1,2800,2800,2026-07-14 03:34:48,2026-07-14 04:31:48
161,77,20,3,15000,45000,2026-07-14 03:34:48,2026-07-14 04:31:48
162,78,22,3,900,2700,2026-07-14 08:50:27,2026-07-14 09:36:27
163,78,19,3,2800,8400,2026-07-14 08:50:27,2026-07-14 09:13:27
164,79,7,1,8000,8000,2026-07-14 18:01:38,2026-07-14 18:55:38
165,79,22,3,900,2700,2026-07-14 18:01:38,2026-07-14 18:37:38
